size,id,geo/0,geo/1,url,boost,title,country
1,sb4noSaP,107.79916,-7.3856497,/visit/cikajang/sb4noSaP,false,Cikajang,Indonesia
1,54ybQV97,107.17209,-6.3079233,/visit/cikarang/54ybQV97,false,Cikarang,Indonesia
1,VzJsqWhh,112.321,-8.12938,/visit/wlingi/VzJsqWhh,false,Wlingi,Indonesia
1,9yPiUIh3,110.60256,-7.96668,/visit/wonosari/9yPiUIh3,false,Wonosari,Indonesia
1,N2gTF6u0,-72.92789,41.308273,/visit/new-haven-ct/N2gTF6u0,false,New Haven CT,United States
1,9xe3woav,116.00001,-3.4615927,/visit/batulicin/9xe3woav,false,Batulicin,Indonesia
4,_xULylxf,-73.99095,5.021476,/visit/zipaquir/_xULylxf,false,Zipaquirá,Colombia
1,ZE9785C6,104.62122,-5.4914236,/visit/tanggamus/ZE9785C6,false,Tanggamus,Indonesia
2,9Z3D6s1k,26.37798,46.929962,/visit/piatra-neamt/9Z3D6s1k,false,Piatra Neamț,Romania
2,cebnOzrM,10.100547,35.671165,/visit/kairouan/cebnOzrM,false,Kairouan,Tunisia
1,AMvBN5Um,111.466606,-7.866688,/visit/ponorogo/AMvBN5Um,false,Ponorogo,Indonesia
1,YtgULUle,110.32554,-7.8748174,/visit/bantul/YtgULUle,false,Bantul,Indonesia
2,WdGwmGFR,-83.128525,40.58867,/visit/marion-oh/WdGwmGFR,false,Marion OH,United States
1,rpGiBvjx,119.57306,-5.006871,/visit/maro/rpGiBvjx,false,Maros,Indonesia
3,COdW8V29,-77.001076,41.241188,/visit/williamsport-pa/COdW8V29,false,Williamsport PA,United States
2,tA7ThBqC,-61.697643,16.3309,/visit/sainte-rose/tA7ThBqC,true,Sainte Rose,Guadeloupe
2,UdwdGRr4,-16.523874,28.391354,/visit/la-orotava/UdwdGRr4,false,La Orotava,Spain
1,EdpqTzn7,-74.77468,10.857582,/visit/malambo/EdpqTzn7,false,Malambo,Colombia
3,Y7RHM9Ac,-79.97481,32.854618,/visit/north-charleston-sc/Y7RHM9Ac,false,North Charleston SC,United States
1,WkbZhskl,116.52117,-8.645259,/visit/pancor/WkbZhskl,false,Pancor,Indonesia
2,jj3cN4Hh,-107.324776,39.550537,/visit/glenwood-springs-co/jj3cN4Hh,false,Glenwood Springs CO,United States
4,PsEILkDQ,-1.151139,46.160328,/visit/la-rochelle/PsEILkDQ,false,La Rochelle,France
1,rm81Wbnz,-49.16208,-23.035866,/visit/cerqueira-cesar-sp/rm81Wbnz,false,Cerqueira César SP,Brazil
1,jf1iJhyE,125.5673,3.7538893,/visit/nusa-tabukan/jf1iJhyE,false,Nusa Tabukan,Indonesia
1,9lOYgzK7,112.58037,-8.308918,/visit/bantur/9lOYgzK7,false,Bantur,Indonesia
